what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241432282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241472052
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389241477966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1389241479861
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389241480346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389241481219
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482200
error,log,,,"Error in JSDT Core during AST creation",1389241482201
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482206
error,log,,,"Error in JSDT Core during AST creation",1389241482206
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482210
error,log,,,"Error in JSDT Core during AST creation",1389241482211
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482215
error,log,,,"Error in JSDT Core during AST creation",1389241482216
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482219
error,log,,,"Error in JSDT Core during AST creation",1389241482220
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482224
error,log,,,"Error in JSDT Core during AST creation",1389241482224
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241482231
error,log,,,"Error in JSDT Core during AST creation",1389241482231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241485524
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389241508605
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241508660
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389241509898
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241510006
error,log,,,"Error in JSDT Core during AST creation",1389241510007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241518469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241597382
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241600167
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389241626302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389241638669
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639684
error,log,,,"Error in JSDT Core during AST creation",1389241639685
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639690
error,log,,,"Error in JSDT Core during AST creation",1389241639690
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639695
error,log,,,"Error in JSDT Core during AST creation",1389241639695
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639700
error,log,,,"Error in JSDT Core during AST creation",1389241639700
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639704
error,log,,,"Error in JSDT Core during AST creation",1389241639704
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639708
error,log,,,"Error in JSDT Core during AST creation",1389241639709
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241639713
error,log,,,"Error in JSDT Core during AST creation",1389241639713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241642213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241648738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389241686320
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687516
error,log,,,"Error in JSDT Core during AST creation",1389241687517
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687522
error,log,,,"Error in JSDT Core during AST creation",1389241687523
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687527
error,log,,,"Error in JSDT Core during AST creation",1389241687527
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687531
error,log,,,"Error in JSDT Core during AST creation",1389241687532
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687536
error,log,,,"Error in JSDT Core during AST creation",1389241687536
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687540
error,log,,,"Error in JSDT Core during AST creation",1389241687541
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241687545
error,log,,,"Error in JSDT Core during AST creation",1389241687545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241689643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241757995
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389241794250
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389241798885
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241798993
error,log,,,"Error in JSDT Core during AST creation",1389241798994
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241824808
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389241833543
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389241833653
error,log,,,"Error in JSDT Core during AST creation",1389241833653
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389241835101
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389241837069
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389241837991
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389241837991
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389241839436
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241843560
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241844733
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389241845740
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241845740
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389241855996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389241857707
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389242074794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242074849
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389242082691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389242091664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389242100894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242104281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242121872
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389242123268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389242124171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389242124847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389242125300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389242127719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389242132156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242135218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242185215
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389242186490
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389242186739
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389242186795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242199606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242204292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242206501
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389242234413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242234467
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389242242117
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242242225
error,log,,,"Error in JSDT Core during AST creation",1389242242226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242269301
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389242339125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389242339181
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389242342844
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389242342882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1389242344006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389242345159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389242346338
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347299
error,log,,,"Error in JSDT Core during AST creation",1389242347299
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347305
error,log,,,"Error in JSDT Core during AST creation",1389242347305
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347309
error,log,,,"Error in JSDT Core during AST creation",1389242347309
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347313
error,log,,,"Error in JSDT Core during AST creation",1389242347313
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347317
error,log,,,"Error in JSDT Core during AST creation",1389242347317
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389242347321
