what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078878769
error,log,,,"Error in JSDT Core during AST creation",1389078878769
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078879422
error,log,,,"Error in JSDT Core during AST creation",1389078879423
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389078881839
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078882578
error,log,,,"Error in JSDT Core during AST creation",1389078882579
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389078892448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389078895867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389078896877
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896955
error,log,,,"Error in JSDT Core during AST creation",1389078896955
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896959
error,log,,,"Error in JSDT Core during AST creation",1389078896960
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896962
error,log,,,"Error in JSDT Core during AST creation",1389078896963
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896965
error,log,,,"Error in JSDT Core during AST creation",1389078896965
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896971
error,log,,,"Error in JSDT Core during AST creation",1389078896971
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078896973
error,log,,,"Error in JSDT Core during AST creation",1389078896974
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389078904008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389078904086
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389078905571
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389078921584
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389078931694
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078931859
error,log,,,"Error in JSDT Core during AST creation",1389078931860
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389078960748
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389078962854
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078962966
error,log,,,"Error in JSDT Core during AST creation",1389078962967
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389078966325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389078970890
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971962
error,log,,,"Error in JSDT Core during AST creation",1389078971963
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971967
error,log,,,"Error in JSDT Core during AST creation",1389078971967
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971970
error,log,,,"Error in JSDT Core during AST creation",1389078971970
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971973
error,log,,,"Error in JSDT Core during AST creation",1389078971973
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971976
error,log,,,"Error in JSDT Core during AST creation",1389078971976
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389078971979
error,log,,,"Error in JSDT Core during AST creation",1389078971979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389078983005
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1389078986610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389078986698
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1389078987640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389078989579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389079017165
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1389079022879
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1389079024889
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389079025950
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389079026056
error,log,,,"Error in JSDT Core during AST creation",1389079026057
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389079036459
error,log,,,"Error in JSDT Core during AST creation",1389079036460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389079036755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389079037440
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1389079038368
